Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Europe & Central Asia,ECS,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,0.99548,0.99568,0.99559,0.99581,0.99602,0.99632,0.99642,0.99656,0.99659,0.9978,0.99827,0.99877,0.99898,0.99909,0.99917,0.99941,0.99947,0.99971,0.99975,0.99979,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.85607,102.66918,103.28406,102.36167,101.81465,100.94352,100.66547,100.80912,101.12018,100.91177,101.18562,101.42266,101.42973,102.98183,101.94232,101.22869,101.17104,100.47945,100.61621,100.58048,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98212,0.98375,0.98383,0.98601,0.98707,0.98673,0.98858,0.9897,0.98976,0.99178,0.993,0.99483,0.9956,0.9982,0.99918,0.99924,0.99936,0.99651,0.99536,0.99613,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,103.71075,104.36496,104.98127,103.81455,103.14885,102.30152,101.82837,101.85838,102.16621,101.7483,101.89876,101.95006,101.8784,103.16751,102.02602,101.30601,101.23605,100.83183,101.0855,100.97133,..
Europe & Central Asia,ECS,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,93.95051,95.43275,96.37948,96.73882,94.67167,94.30884,94.71363,95.15065,95.53505,95.07758,96.69872,97.14701,97.51023,103.42489,104.01101,104.0955,104.44222,104.7312,104.56764,104.72817,..
Europe & Central Asia,ECS,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.98589,0.98198,0.97927,0.97669,0.97979,0.98058,0.98224,0.98309,0.98565,0.98639,0.98391,0.9821,0.9846,0.99264,0.9931,0.99292,0.99345,0.98721,0.99078,0.99152,..
Europe & Central Asia,ECS,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,95.29523,97.18365,98.41957,99.0476,96.62456,96.17645,96.42653,96.78777,96.92599,96.38964,98.2804,98.9174,99.03518,104.19205,104.73361,104.83762,105.1312,106.08815,105.54059,105.6243,..
Europe & Central Asia,ECS,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,48.14902,51.3004,54.79249,57.568,59.46465,61.54214,63.17181,64.08531,64.90351,65.94595,67.34525,68.31774,68.55309,69.27765,70.13649,70.95831,72.58757,74.75468,76.96241,77.71512,..
Europe & Central Asia,ECS,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,41.78259,43.89751,45.78991,48.25351,49.0108,50.39921,51.55566,52.28666,52.79107,53.81877,55.34959,56.50951,57.8044,59.07308,60.60691,61.50196,63.51856,65.49045,67.21171,67.79029,..
Europe & Central Asia,ECS,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.13222,1.1443,1.1643,1.1618,1.1758,1.18106,1.18388,1.18411,1.18662,1.1839,1.17812,1.17284,1.15679,1.1473,1.13587,1.13327,1.12494,1.12393,1.12669,1.12771,..
Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,751783,731335,704479,696069,692671,628382,632923,590032,591452,425922,372369,332696,298034,270942,247177,226738,203878,185149,175349,165602,..
Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,486581,476847,441758,446248,456414,410217,422320,388955,394538,302481,278366,270773,249337,229283,210581,204038,184339,178520,170975,162891,..
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,7282921,7135267,6683954,6556210,6395088,6447464,6038697,6192785,5779533,5844419,5591773,4989996,4814446,4680497,4598995,4504154,4360610,4312313,4206414,4117903,..
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,17424560,17043877,16437814,16078048,15568140,15623053,15062306,14933824,14213461,13058255,12192399,10541446,9999258,9661684,9435875,9210510,8722331,8678796,8321343,8102772,..
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,95.27207,95.38018,95.50673,95.6181,95.84665,96.10994,96.05715,96.21069,96.2592,97.09454,97.54518,97.92852,98.1341,98.21027,98.25536,98.29776,98.48361,98.44123,98.51257,98.56629,..
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,98.67862,98.72526,98.76526,98.79655,98.85725,99.00904,98.9877,99.02287,99.02854,99.12099,99.28455,99.40028,99.45533,99.47311,99.49133,99.50511,99.55267,99.54649,99.56617,99.58109,..
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,0.96548,0.96612,0.96701,0.96783,0.96955,0.97072,0.97039,0.9716,0.97203,0.97956,0.98248,0.98519,0.98672,0.9873,0.98758,0.98787,0.98926,0.9889,0.98942,0.98981,..
Europe & Central Asia (excluding high income),ECA,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,98.32694,98.3895,98.44212,98.46541,98.46815,98.62866,98.65228,98.68757,98.72549,99.12838,99.24249,99.3791,99.46293,99.52804,99.57031,99.61317,99.68837,99.70915,99.74006,99.76433,..
Europe & Central Asia (excluding high income),ECA,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,99.38745,99.39952,99.40396,99.37542,99.32747,99.41748,99.40635,99.44865,99.46496,99.58295,99.62864,99.67062,99.69999,99.71811,99.73388,99.74306,99.77945,99.76451,99.76963,99.77331,..
Europe & Central Asia (excluding high income),ECA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,0.98933,0.98984,0.99032,0.99084,0.99135,0.99207,0.99241,0.99235,0.99257,0.99544,0.99612,0.99708,0.99762,0.99809,0.99836,0.9987,0.99909,0.99945,0.9997,0.99991,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.55342,103.7323,106.09998,104.10594,101.82488,99.22043,98.50395,98.79477,99.33942,99.08558,99.83124,100.41123,99.9329,102.48982,101.81838,100.18046,100.41262,98.66758,99.36015,99.24105,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96859,0.97147,0.9739,0.978,0.9809,0.9813,0.98466,0.98656,0.98913,0.99208,0.99467,0.99641,0.99509,0.99788,0.99993,0.99953,0.99887,0.99632,0.99399,0.99494,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,104.84686,106.779,108.9429,106.44796,103.80714,101.1107,100.03842,100.14115,100.43075,99.87661,100.36625,100.77291,100.42552,102.70742,101.82601,100.22736,100.52641,99.03239,99.96065,99.74527,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,86.54615,88.32498,89.43127,89.63081,86.84293,84.58094,85.84894,86.70374,86.62189,85.76058,87.68118,89.47097,90.77722,95.78935,97.08212,97.36515,98.04952,98.44916,98.66019,98.98167,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.96178,0.95281,0.94956,0.94277,0.94727,0.95053,0.9565,0.95864,0.964,0.97235,0.9696,0.96793,0.97631,0.98071,0.98155,0.98261,0.98432,0.97465,0.98118,0.98242,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,89.98517,92.6993,94.18168,95.07141,91.6768,88.98275,89.75287,90.44416,89.85682,88.19905,90.42996,92.43492,92.97979,97.67367,98.90696,99.08802,99.61126,101.0102,100.55265,100.75269,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,42.2721,45.85788,49.87567,52.8339,54.4015,56.67526,58.46783,59.5896,60.29871,61.05004,62.19663,62.95983,63.32446,65.25184,66.38335,67.60256,69.5638,72.16565,74.75973,76.35828,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,37.4576,40.04264,42.16711,45.29061,45.52727,47.11038,48.6579,49.73923,50.18856,51.26006,53.02627,54.40957,56.67499,59.38321,61.75318,63.25011,66.33584,69.20167,71.58722,72.90502,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.11389,1.12681,1.15456,1.14277,1.16312,1.16877,1.16778,1.1653,1.16767,1.16036,1.14744,1.13581,1.10501,1.08994,1.06975,1.06438,1.0464,1.04107,1.04244,1.04522,..
Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,516969,504319,494727,493525,496728,445639,436324,421583,404699,272636,232526,185367,155097,131399,115392,100566,78763,71832,63084,56508,..
Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,193343,192305,193828,205968,223917,194629,197747,182375,175111,134613,117805,101760,89813,81527,74405,69696,58246,60856,58572,57009,..
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,1757011,1708116,1668700,1640868,1571120,1372512,1411067,1370204,1369872,1246219,1019710,858663,783252,760824,737457,720357,653772,665705,639681,620351,..
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,7147592,7036304,6900595,6788267,6487671,6121879,6245879,6039724,5996753,4683366,3978130,3371973,3050202,2937268,2873983,2814324,2515976,2595863,2486257,2404942,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,95.59467,95.69486,95.8122,95.91077,96.11144,96.34164,96.30186,96.43718,96.48774,97.25992,97.64746,97.9776,98.15653,98.22494,98.2668,98.30638,98.46863,98.43509,98.49927,98.54841,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,98.72539,98.76524,98.79972,98.82547,98.87647,99.00448,98.98652,99.01643,99.02306,99.13451,99.27413,99.37327,99.42061,99.4365,99.45283,99.46546,99.50673,99.50232,99.52006,99.53375,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,0.96829,0.96891,0.96976,0.97051,0.97204,0.9731,0.97288,0.97395,0.9744,0.98109,0.98361,0.98596,0.98729,0.98782,0.98807,0.98835,0.98957,0.98927,0.98974,0.9901,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,98.44597,98.49701,98.54005,98.55615,98.55486,98.69112,98.70963,98.73839,98.76989,99.17192,99.27543,99.39918,99.47608,99.53688,99.57735,99.61784,99.68644,99.70631,99.73482,99.75723,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,99.35062,99.35901,99.36167,99.33409,99.2899,99.36542,99.35479,99.39062,99.40424,99.57086,99.61403,99.65385,99.68232,99.70132,99.71823,99.72892,99.76327,99.75153,99.75713,99.76119,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,0.99089,0.99132,0.99173,0.99217,0.9926,0.99321,0.99351,0.99344,0.99362,0.99599,0.9966,0.99744,0.99793,0.99835,0.99859,0.99889,0.99923,0.99955,0.99978,0.99996,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.72479,102.59232,104.60319,103.03957,101.35249,99.02949,98.29654,98.49504,98.74958,98.61493,99.37839,99.99802,99.84003,101.91633,101.20486,99.66625,99.75282,98.16853,98.5301,98.44977,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97159,0.97422,0.97641,0.98012,0.98265,0.98305,0.98598,0.98754,0.98924,0.99171,0.99405,0.99589,0.99526,0.99762,0.99944,0.99924,0.99878,0.99639,0.99347,0.99427,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,103.66989,105.30713,107.13013,105.12998,103.1423,100.7371,99.69471,99.73753,99.82349,99.43899,99.9734,100.41119,100.3158,102.15958,101.26147,99.74213,99.87501,98.5239,99.17729,99.01722,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,87.20235,88.85306,90.01765,90.2809,87.46186,85.62509,86.71522,87.60231,87.75957,87.03463,88.79265,90.35394,91.476,96.45515,97.46544,97.70625,98.28085,98.71868,98.92832,99.19978,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.96713,0.9587,0.95538,0.9486,0.95624,0.9578,0.96206,0.96363,0.96856,0.97595,0.97336,0.97132,0.97848,0.98033,0.98131,0.98265,0.9843,0.97595,0.98198,0.98296,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,90.16591,92.68091,94.2223,95.17257,91.4641,89.39734,90.13536,90.90902,90.6081,89.17904,91.22279,93.02159,93.48824,98.39065,99.3217,99.43189,99.84866,101.15128,100.74322,100.91973,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,42.73945,46.74044,50.80162,53.83521,55.56746,57.99137,60.00419,61.42971,62.7036,63.68051,64.87398,65.35218,65.20583,66.63939,67.31881,68.18529,69.97714,72.37678,74.79308,76.1938,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,36.95153,39.71878,41.98986,45.06493,45.57897,47.31538,48.97724,50.22007,51.03944,52.15338,53.53593,54.47605,56.20394,58.40133,60.34805,61.59883,64.35957,66.98582,69.17084,70.29543,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.13542,1.15023,1.17345,1.16291,1.17975,1.1841,1.18377,1.18248,1.18602,1.18101,1.17477,1.16642,1.13805,1.12362,1.10355,1.0966,1.08028,1.07448,1.07517,1.07741,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,561412,548729,538859,537990,541350,490107,479829,464027,445953,294985,252790,203683,171742,146351,128812,112700,89817,82086,72704,65645,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,240445,240074,241957,255111,273821,244895,247447,231349,223145,158126,139497,121740,108221,98278,89586,83538,70935,72711,69764,67705,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,2017456,1968269,1928439,1902517,1833702,1635383,1674080,1632555,1628554,1448770,1220124,1057153,980783,957168,932437,913660,845785,855999,828027,806832,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,7866373,7741217,7589002,7470720,7158505,6780095,6893787,6676073,6611973,5181008,4467236,3853273,3523947,3403720,3332905,3265322,2960455,3033197,2916148,2827609,..
European Union,EUU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.02718,101.85648,101.24278,101.11016,101.85333,102.31183,102.3501,102.38017,102.51564,102.32913,102.25827,102.20126,102.5369,103.32105,101.99248,101.89843,101.59125,101.65608,101.37618,101.42613,..
European Union,EUU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99195,0.9925,0.99076,0.99149,0.99152,0.99045,0.9911,0.9917,0.98999,0.99139,0.99162,0.99356,0.99576,0.99837,0.99859,0.99903,0.99978,0.99662,0.99632,0.99696,..
European Union,EUU,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,102.85472,102.62654,102.18747,101.97844,102.72471,103.29795,103.26964,103.23686,103.5526,103.21764,103.12238,102.86392,102.97375,103.48998,102.13636,101.9978,101.61334,102.00077,101.75059,101.73557,..
European Union,EUU,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,101.3141,102.54682,103.33126,103.58642,102.2525,103.76703,103.11946,102.99014,103.63125,103.6575,104.83515,103.96066,103.40913,110.4166,110.37375,110.2271,110.24978,110.51087,110.02929,110.11579,..
European Union,EUU,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00877,1.00977,1.00751,1.00863,1.00967,1.00718,1.00489,1.00424,1.00394,0.99826,0.99541,0.99343,0.99134,1.00269,1.0032,1.00211,1.00183,0.99888,1.00007,1.00051,..
European Union,EUU,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,100.43314,101.55431,102.56077,102.69973,101.27325,103.02769,102.61717,102.55481,103.22441,103.83821,105.31823,104.64785,104.31229,110.12069,110.02122,109.99499,110.04874,110.63429,110.02165,110.05923,..
European Union,EUU,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,53.67036,56.46517,59.4399,62.03136,64.32137,66.325,67.9041,68.69726,69.67944,71.03123,72.68777,73.79514,73.78802,73.20373,73.74154,74.14995,75.3905,77.09613,78.92344,78.92344,..
European Union,EUU,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,45.57299,47.31696,49.05215,50.89762,52.22175,53.53444,54.35219,54.80743,55.40747,56.40502,57.68141,58.58263,58.90806,58.7565,59.53619,59.94141,61.04358,62.27139,63.46089,63.46088,..
European Union,EUU,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.15087,1.16202,1.17476,1.17949,1.18811,1.19285,1.19957,1.20219,1.20482,1.20591,1.20645,1.20615,1.20166,1.19736,1.19264,1.19162,1.1903,1.19229,1.19592,1.19592,..
European Union,EUU,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.08583,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.07844,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00007,..,..,..
Fiji,FJI,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.81083,..,..,..
Fiji,FJI,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.67991,..,..,..
Fiji,FJI,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00131,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.61705,103.59965,106.17258,108.48041,111.84448,..,112.88622,106.37115,106.03665,104.01205,..,105.51958,106.70568,107.80529,..,105.49171,105.2167,..,..,114.20406,..
Fiji,FJI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98164,0.99245,1.00523,0.99675,0.98578,..,0.99168,0.98335,0.99601,0.98502,..,0.99689,1.00161,0.99976,..,0.97788,0.97785,..,..,0.9628,..
Fiji,FJI,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,102.49905,104.38796,105.6204,108.83396,113.45829,..,113.83338,108.17167,106.46169,105.59434,..,105.84879,106.53441,107.83137,..,107.87843,107.60038,..,..,118.61689,..
Fiji,FJI,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,81.91345,81.91281,85.61204,89.16266,93.91469,..,95.20359,93.91541,90.67716,90.70124,..,94.87394,94.34458,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09228,1.07195,1.07915,1.07164,1.06651,..,1.09501,1.11353,1.07036,1.09464,..,1.07857,1.10132,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,74.993,76.415,79.33278,83.20237,88.05774,..,86.94351,84.3406,84.71647,82.85945,..,87.96249,85.66498,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,..,..,..,17.24899,17.4259,17.6047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,..,..,..,14.39436,14.56839,14.74693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,..,..,..,1.1655,1.16398,1.16233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
