Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Israel,ISR,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,104.21042,104.82577,106.48829,105.42146,105.52658,105.64156,105.89644,105.67437,104.96608,104.30146,104.49491,103.92049,103.28377,103.72648,103.83155,104.19111,106.15468,105.99444,106.49389,..,..
Israel,ISR,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0009,0.99428,0.98624,0.97772,0.99627,0.9941,0.99596,1.0034,1.01671,1.02151,1.02413,1.0203,1.02041,1.01978,1.01539,1.01003,1.01719,1.017,1.01743,..,..
Israel,ISR,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,104.11638,105.42831,107.97418,107.82399,105.92166,106.26873,106.32651,105.31622,103.24107,102.10546,102.03243,101.85247,101.21795,101.7145,102.25796,103.15671,104.36101,104.22316,104.66985,..,..
Israel,ISR,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,59.13674,61.3328,66.83955,65.61441,65.27897,67.15243,65.43967,69.49826,68.26475,71.46137,74.55251,76.01062,78.23892,77.19343,77.0511,76.33288,76.04325,74.47486,72.55492,..,..
Israel,ISR,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,41.43063,43.92139,48.54146,49.60509,49.34912,50.67057,51.48206,53.19809,52.82387,55.09735,57.59214,57.52041,59.3166,57.3579,57.32617,55.19382,54.34128,52.81753,50.9764,..,..
Israel,ISR,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.29941,1.28388,1.27376,1.24399,1.24403,1.24544,1.21329,1.23454,1.22619,1.22899,1.2275,1.24326,1.24185,1.25696,1.256,1.27693,1.28539,1.2908,1.29741,..,..
Israel,ISR,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,98.04215,..,..,..,..,..,..,..,..,..,98.57957,..,..,..,..,..,..,98.97192,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,98.82369,..,..,..,..,..,..,..,..,..,99.14101,..,..,..,..,..,..,99.35345,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,0.99209,..,..,..,..,..,..,..,..,..,0.99434,..,..,..,..,..,..,0.99616,..,..
Italy,ITA,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,99.82011,..,..,..,..,..,..,..,..,..,99.8687,..,..,..,..,..,..,99.95,..,..
Italy,ITA,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,99.80447,..,..,..,..,..,..,..,..,..,99.85103,..,..,..,..,..,..,99.92,..,..
Italy,ITA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,1.00016,..,..,..,..,..,..,..,..,..,1.00018,..,..,..,..,..,..,1.0003,..,..
Italy,ITA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.79634,103.02056,101.65871,101.82959,101.59212,101.57581,102.35283,103.43785,103.63318,102.87476,102.48697,101.89836,100.88141,101.64369,100.89376,100.16474,99.42758,100.28256,99.52189,..,..
Italy,ITA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99801,0.99128,0.97797,0.98873,0.99105,0.98647,0.9858,0.98745,0.9881,0.98857,0.99047,0.98856,0.99215,0.99517,0.99506,0.99571,1.00004,0.96999,0.96739,..,..
Italy,ITA,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,104.00373,103.92638,103.94858,102.99022,102.50974,102.96872,103.82701,104.75205,104.88085,104.06434,103.47329,103.07747,101.67976,102.13665,101.39438,100.59594,99.42346,103.38533,102.87693,..,..
Italy,ITA,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,91.23044,95.01995,96.42989,97.84672,98.74236,98.93166,99.57772,99.94497,100.59041,101.00744,102.35175,102.59046,101.42999,102.03122,101.98105,102.10385,101.89894,100.90071,100.62779,..,..
Italy,ITA,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.96247,0.97835,0.9665,0.97512,0.9946,0.99304,0.99079,0.98988,0.99023,0.99219,0.98963,0.98617,0.98859,0.99288,0.99435,0.99713,1.00449,0.99298,0.98626,..,..
Italy,ITA,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,94.78737,97.12297,99.77211,100.34296,99.27873,99.62468,100.503,100.96632,101.58329,101.80282,103.42458,104.02953,102.60044,102.76285,102.56092,102.39789,101.44315,101.6142,102.03013,..,..
Italy,ITA,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,56.24141,60.31299,63.74288,67.45528,71.63927,74.75213,77.27667,78.24798,78.05251,78.64561,77.70516,77.63033,75.69786,73.01086,72.09432,70.84647,70.65632,71.51538,74.1235,..,..
Italy,ITA,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,43.59099,45.70502,47.67522,50.26707,53.27404,54.62327,55.49762,55.67052,55.17776,55.0147,54.41539,54.11537,53.14983,52.13032,51.87918,51.62664,51.86703,53.02467,55.17592,..,..
Italy,ITA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.22493,1.2422,1.25207,1.25481,1.25636,1.26927,1.28183,1.28854,1.29307,1.30047,1.29972,1.30291,1.29787,1.28599,1.2804,1.27129,1.26593,1.25856,1.25562,..,..
Italy,ITA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,5675,..,..,..,..,..,..,..,..,..,3774,..,..,..,..,..,..,1406,..,..
Italy,ITA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,6437,..,..,..,..,..,..,..,..,..,4521,..,..,..,..,..,..,2420,..,..
Italy,ITA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,274961,..,..,..,..,..,..,..,..,..,210634,..,..,..,..,..,..,163694,..,..
Italy,ITA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,497292,..,..,..,..,..,..,..,..,..,379067,..,..,..,..,..,..,279926,..,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.7,..,..,..,..,..,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.44,..,..,..,..,..,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.09989,..,..,..,..,..,..
Jamaica,JAM,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.8,..,..,..,..,..,..
Jamaica,JAM,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.86,..,..,..,..,..,..
Jamaica,JAM,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05,..,..,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,95.84171,95.51315,96.06356,94.77188,96.44242,..,..,..,..,..,..,..,..,..,..,94.52316,90.19674,89.03344,88.88196,84.12385,..
Jamaica,JAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99756,0.99213,0.9981,1.00151,1.00326,..,..,..,..,..,..,..,..,..,..,1.05793,0.9853,0.98402,0.95526,0.97849,..
Jamaica,JAM,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,96.07616,96.27104,96.24665,94.62862,96.12924,..,..,..,..,..,..,..,..,..,..,89.3472,91.54236,90.47919,93.04456,85.9735,..
Jamaica,JAM,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,86.44792,85.63784,86.09112,86.33751,91.94015,92.3972,..,95.38049,96.57037,95.90976,95.50781,95.40252,..,85.58388,85.39858,83.75576,85.851,83.6202,83.60949,86.1338,..
Jamaica,JAM,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.02752,1.02621,1.0359,1.0394,1.04453,1.0613,..,1.06651,1.06451,1.02899,1.08281,1.08381,..,1.07621,1.07905,1.07118,1.04958,1.05407,1.03192,1.01805,..
Jamaica,JAM,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,84.1325,83.45052,83.10741,83.06452,88.02028,87.06068,..,89.43225,90.71843,93.20766,88.20356,88.02499,..,79.52326,79.14221,78.18986,81.79579,79.33067,81.02319,84.60651,..
Jamaica,JAM,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,19.52082,23.40983,25.47715,..,..,..,..,..,33.23328,33.1447,37.79228,36.98515,39.0276,38.24911,..,34.69339,..,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,10.59423,11.76564,11.66319,..,..,..,..,..,14.37804,14.20028,16.38831,15.86603,18.94857,16.64401,..,19.88181,..,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.45729,1.49741,1.54221,..,..,..,..,..,1.56736,1.57157,1.56636,1.57102,1.51448,1.56485,..,1.42693,..,..,..,..,..
Jamaica,JAM,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3178,..,..,..,..,..,..
Jamaica,JAM,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16969,..,..,..,..,..,..
Jamaica,JAM,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,175976,..,..,..,..,..,..
Jamaica,JAM,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79850,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,84.71392,..,87.00581,..,88.90331,..,..,89.20774,93.93346,97.37201,..,..,..,..,..,97.83208,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,95.0845,..,95.17645,..,95.49455,..,..,95.76724,97.74836,98.44456,..,..,..,..,..,98.61421,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,0.89093,..,0.91415,..,0.93098,..,..,0.93151,0.96097,0.9891,..,..,..,..,..,0.99207,..,..
Jordan,JOR,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,98.91331,..,99.02348,..,98.94657,..,..,98.76635,99.25322,99.20273,..,..,..,..,..,99.49391,..,..
Jordan,JOR,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,99.32879,..,98.931,..,98.95204,..,..,98.75873,99.05083,99.00204,..,..,..,..,..,99.19612,..,..
Jordan,JOR,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,0.99582,..,1.00093,..,0.99994,..,..,1.00008,1.00204,1.00202,..,..,..,..,..,1.00299,..,..
Jordan,JOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,95.07326,..,97.12706,98.38469,98.57546,97.41688,96.01729,93.00768,89.75108,..,81.1095,78.41475,75.29848,74.58635,79.06508,..,77.92795,80.01557,80.70693,81.10333,..
Jordan,JOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01052,..,1.00638,1.00956,1.01001,1.01042,1.02341,1.01992,1.00379,..,0.98085,0.97741,0.96983,0.97897,0.98928,..,0.98421,0.98168,0.98193,0.98335,..
Jordan,JOR,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,94.08305,..,96.51144,97.45272,97.59857,96.41255,93.82081,91.19108,89.41253,..,82.69271,80.22712,77.64101,76.18865,79.9217,..,79.17847,81.50866,82.1924,82.47645,..
Jordan,JOR,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,84.14263,..,86.55869,86.89461,85.856,85.67543,86.8549,86.83933,87.30764,..,81.63598,79.04632,75.21712,71.85353,70.33334,..,..,63.61368,64.15522,66.00149,..
Jordan,JOR,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04602,..,1.04033,1.03784,1.02838,1.02969,1.03521,1.03361,1.03242,..,1.03887,1.03715,1.02777,1.02233,1.03501,..,..,1.03153,1.03315,1.02484,..
Jordan,JOR,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,80.44096,..,83.20305,83.72611,83.48658,83.20509,83.90111,84.01542,84.56582,..,78.58153,76.21492,73.1849,70.2841,67.95417,..,..,61.669,62.0969,64.4016,..
Jordan,JOR,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,29.16338,..,30.13271,35.15996,39.7811,38.95963,39.64085,40.60208,43.48452,43.92889,39.59065,39.07156,44.84537,..,..,38.18288,36.82399,33.25256,37.37089,..,..
Jordan,JOR,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,25.45294,..,29.14538,31.26025,35.16179,35.84598,34.67477,36.20962,38.9401,39.65029,34.81321,33.7164,38.9025,..,..,35.10985,34.36643,29.06493,31.51004,..,..
Jordan,JOR,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.12723,..,1.03277,1.11091,1.11612,1.07992,1.12528,1.10818,1.10451,1.0974,1.12067,1.13706,1.13252,..,..,1.08048,1.06674,1.12593,1.15683,..,..
Jordan,JOR,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,5942,..,5601,..,6436,..,..,8528,5445,6142,..,..,..,..,..,4833,..,..
Jordan,JOR,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,3949,..,6560,..,6770,..,..,8910,7145,7899,..,..,..,..,..,7809,..,..
Jordan,JOR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,85045,..,88950,..,90116,..,..,98155,55107,40243,..,..,..,..,..,45861,..,..
Jordan,JOR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,244517,..,223059,..,208863,..,..,239713,142904,65727,..,..,..,..,..,70312,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,99.68429,99.73899,..,..,..,..,..,..,..,99.73899,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,99.78625,99.82968,..,..,..,..,..,..,..,99.82968,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,..,..,..,..,..,..,..,..,..,0.99898,0.99909,..,..,..,..,..,..,..,0.99909,..,..
Kazakhstan,KAZ,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,99.86511,99.85091,..,..,..,..,..,..,..,99.85091,..,..
Kazakhstan,KAZ,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,99.80391,99.94014,..,..,..,..,..,..,..,99.94014,..,..
Kazakhstan,KAZ,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,..,..,..,..,..,..,..,..,..,1.00061,0.99911,..,..,..,..,..,..,..,0.99911,..,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.12681,99.63014,101.38006,102.65818,103.46225,102.50848,101.42893,102.58622,106.91907,108.31121,109.05179,110.0797,110.66587,112.05372,112.57945,111.74184,110.0342,109.66912,106.76576,105.33019,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00353,0.99379,0.99515,0.99985,1.00028,0.99937,0.99909,0.99647,0.99699,0.99973,1.00522,1.00549,1.00473,1.0028,1.00078,1.00178,1.00264,1.0166,1.0172,1.01801,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,96.78526,100.25279,101.87422,102.67311,103.43329,102.57332,101.52169,102.94919,107.24161,108.3407,108.48504,109.47918,110.14455,111.74112,112.49164,111.54364,109.74432,107.87792,104.9603,103.46663,..
Kazakhstan,KAZ,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,96.19919,..,..,..,..,..,99.71722,..,..,..,98.75034,100.25629,102.70826,103.87744,107.95122,112.23588,114.76104,114.73275,114.71807,113.79299,..
Kazakhstan,KAZ,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.05354,..,..,..,..,..,0.99542,..,..,..,1.00541,1.00685,1.00951,1.01926,1.02521,1.03478,1.02635,1.00918,1.00813,1.00978,..
Kazakhstan,KAZ,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,91.31015,..,..,..,..,..,100.17588,..,..,..,98.21885,99.57442,101.74089,101.91506,105.29641,108.46307,111.81456,113.68866,113.79284,112.69045,..
Kazakhstan,KAZ,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,34.58969,..,..,..,..,..,67.74933,..,..,..,51.68813,54.27813,57.78616,56.42265,54.52119,52.09302,51.64216,56.12924,60.0332,68.44193,..
Kazakhstan,KAZ,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,29.10671,..,..,..,..,..,48.8491,..,..,..,40.74481,43.0736,45.43164,44.51695,43.18265,40.78858,41.74348,44.38799,48.20818,55.38415,..
Kazakhstan,KAZ,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,1.15851,..,..,..,..,..,1.27897,..,..,..,1.21172,1.20643,1.2138,1.21101,1.20797,1.217,1.19168,1.20918,1.19697,1.19079,..
Kazakhstan,KAZ,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,2113,2332,..,..,..,..,..,..,..,1671,..,..
Kazakhstan,KAZ,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,3076,936,..,..,..,..,..,..,..,701,..,..
Kazakhstan,KAZ,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,12356,9963,..,..,..,..,..,..,..,10561,..,..
Kazakhstan,KAZ,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,20274,16948,..,..,..,..,..,..,..,18023,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,77.89298,..,..,..,..,..,..,66.86312,..,..,..,..,..,..,74.00632,..,..,..,78.18893,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,87.49466,..,..,..,..,..,..,78.07915,..,..,..,..,..,..,83.77803,..,..,..,84.98883,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",UIS.LR.AG15T99.GPIA,0.89026,..,..,..,..,..,..,0.85635,..,..,..,..,..,..,0.88336,..,..,..,0.91999,..,..
Kenya,KEN,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,91.94255,..,..,..,..,..,..,81.63257,..,..,..,..,..,..,86.13652,..,..,..,88.08,..,..
Kenya,KEN,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,93.30952,..,..,..,..,..,..,83.20542,..,..,..,..,..,..,86.93869,..,..,..,87.59,..,..
Kenya,KEN,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",UIS.LR.AG15T24.GPIA,0.98535,..,..,..,..,..,..,0.9811,..,..,..,..,..,..,0.99077,..,..,..,1.00556,..,..
Kenya,KEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,92.31815,93.22302,85.74076,99.10787,97.31078,97.14055,94.85058,101.51032,101.15404,102.74857,..,..,109.87064,..,106.14536,103.63396,103.39774,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98157,0.97583,0.94503,0.94821,0.93969,0.95671,0.96952,0.9835,0.97824,0.97793,..,..,1.00825,..,1.00738,0.99947,1.0037,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,94.05151,95.53245,90.72853,104.52069,103.55673,101.53657,97.83253,103.21296,103.40422,105.06756,..,..,108.97122,..,105.36769,103.68874,103.01617,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,37.67871,38.47821,39.41942,42.8523,44.60084,45.65168,46.85911,47.1313,53.85846,53.66182,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.94465,0.93153,0.94747,1.01466,0.9243,0.94454,0.92447,0.86606,0.90776,0.89648,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,39.88661,41.3066,41.60483,42.2333,48.25382,48.33199,50.68777,54.42017,59.33095,59.85811,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,1.89423,1.92672,1.9357,..,2.15738,2.18099,..,..,..,3.27667,..,..,..,..,..,7.67757,9.40628,9.73054,..,..,..
Kenya,KEN,"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,3.50664,3.61088,3.62905,..,3.61473,3.68907,..,..,..,4.71622,..,..,..,..,..,10.78838,13.45287,13.20053,..,..,..
Kenya,KEN,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",UIS.GER.5T8.GPIA,0.54018,0.53359,0.53339,..,0.59683,0.5912,..,..,..,0.69476,..,..,..,..,..,0.71165,0.6992,0.73713,..,..,..
